Title,Standfirst
"Daniel Korski pulls out of race to be Tory candidate for London mayor, blaming ‘false’ groping claim – as it happened ",TV producer Daisy Goodwin accused Tory hopeful of groping her a decade ago. This live blog is now closed.
Mexico 2-2 Australia: international football friendly – as it happened,Souttar and Boyle fire Socceroos into two goal leadJiménez and Huerta salvage a draw for El Tri
"Civilians and soldiers held hostage in Gaza, says Israel – as it happened","This blog is now closed. Follow ourlatest updates from the Gaza conflict hereIsrael-Hamas war live updates: Gaza hideouts will be turned to ‘rubble’, Netanyahu says after attack by Palestinian armed groupsWhat we know so far – day two"
France 0-0 Jamaica: Women’s World Cup 2023 – as it happened,Jamaica lose captain Bunny Shaw to a red card in injury time but hold on to claim a point against France
"Wimbledon day three: Djokovic and Swiatek win, Tsitsipas edges out Thiem – as it happened","Just Stop Oil protestors interrupt play twice as Novak Djokovic, Iga Swiatek, Stefanos Tsitsipas, Katie Boulter and Daniil Medvedev win, but Maria Sakkari, seeded eight, loses to Marta Kostyuk"
"Wimbledon day three: Djokovic and Swiatek win, Tsitsipas edges out Thiem – as it happened","Just Stop Oil protestors interrupt play twice as Novak Djokovic, Iga Swiatek, Stefanos Tsitsipas, Katie Boulter and Daniil Medvedev win, but Maria Sakkari, seeded eight, loses to Marta Kostyuk"
Border town saved from blaze – as it happened,"This blog is now closed.‘Some people have lost everything’: Queensland town ‘saved’ as NSW fire threatens explosive storage facilityIsrael-Hamas war: live updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Chrissie Hynde: ‘I’m more relaxed now. Ageing is like being a pothead again’,"The Pretenders frontwoman and punk pioneer takes questions from Observer readers and famous fans on her relentless creativity spanning half a century, rethinking her hippy youth, and her cruelty-free farm"
Minister orders briefing on $33m grant – as it happened,"This blog is now closed.Voice referendum:yesandnocampaign essays annotated and factcheckedGet ourmorning and afternoon news emails,free appordaily news podcast"
Downing Street plays down reports of UK-US split over Ukraine Nato membership after Sunak-Biden meeting - as it happened,No 10 spokesperson says UK ‘certainly’ wants to support Ukraine on the pathway to joining Nato after reports of rift
Optus confirms ‘network event’ behind outage – as it happened,"This blog is now closed.Labor facing showdown with Pocock and Lambie after Senate passes industrial relations billsOptus outage: network faces Senate inquiry and government review after Australia-wide loss of serviceGet ourmorning and afternoon news emails,free appordaily news podcast"
White House restates call for abortion to be enshrined in law as Biden signs contraception protection – as it happened,White House spokesperson says Congress must pass law restoring protections of Roe as US president signs executive order protecting contraception access
Voters head to polls in three byelections seen as test of Rishi Sunak’s premiership – as it happened,"This live blog is now closed, you canread more of our UK political coverage here"
India skittle England and defend total of 229: Cricket World Cup 2023 – as it happened,"Hosts India maintained their 100% record at the Cricket World Cup, as England lost their fifth match of six"
Australia 31-34 Argentina: Rugby Championship 2023 – as it happened,Gonzalez scores with final play to snatch victory in SydneyWallabies suffer second defeat in a row under Eddie Jones
UN report says Russian armed forces have used 91 children as human shields – as it happened,"UN’s secretary general accuses Russia of killing 136 children in Ukraine in 2022, adding its armed forces to a global list of offenders. This live blog is now closedRussia accuses Ukraine of using UK-supplied missiles to strike bridge to Crimea"
Labor rejects report it has thrown in the towel on multinational tax reform – as it happened,"This blog is now closedRussia to launch high court challenge to laws forcing it off embassy site near Parliament HouseGet ourmorning and afternoon news emails,free appordaily news podcast"
House passes bill to avert shutdown – as it happened,"The blog is now closed, but read about the House vote here:US House passes bill to avert government shutdown"
UK recession risk mounts as business falters; mortgage lenders cut rates – as it happened,Business activity shrinks at fastest pace since financial crisis excluding Covid months; some fixed five-year mortgage rates dip below 5%
Spain election 2023 results: rightwing bloc pulls ahead but remains short of overall majority – as it happened,This blog is closedLive resultsSpain’s rightwing parties fail to gain expected poll lead in election
Wimbledon men’s singles final 2023: Carlos Alcaraz beats Novak Djokovic – as it happened,"Carlos Alcaraz recovered from a set down to topple Djokovic 1-6, 7-6(6), 6-1, 3-6, 6-4 and win his first Wimbledon title in a battle for the ages"
OpenAI staff threaten to quit unless Sam Altman returns; Abu Dhabi fund lined up to take control of Telegraph – as it happened,"Around 500 employees of OpenAI have signed a letter saying they may quit and join Sam Altman at Microsoft, unless he is reappointed and the board resignsFull story:Microsoft hires former OpenAI CEO Sam AltmanAnalysis: Sam Altman’s OpenAI exit leads to rollercoaster for sectorFull story: Sunak says he will cut taxes ‘over time’ as he reveals new economic priorities"
